Gene name	Human gene name
Cd274	CD274
Ascl1	ASCL1
Hddc2	HDDC2
Prr32	PRR32
Pdzd8	PDZD8
Gm25078	RNU6-330P
Actrt1	ACTRT1
Emx2	EMX2
Tagln3	TAGLN3
Tspan6	TSPAN6
Hnrnph3	HNRNPH3
Abhd10	ABHD10
Pdcd1lg2	PDCD1LG2
Atxn10	ATXN10
Phldb2	PHLDB2
2310030G06Rik	C11orf52
Rab11fip2	RAB11FIP2
Ptbp2	PTBP2
Hspb2	HSPB2
Srpx2	SRPX2
Eif2ak1	EIF2AK1
Cryab	CRYAB
Prlr	PRLR
Actr8	ACTR8
Pgp	PGP
H2-Ob	HLA-DOB
Atp2a1	ATP2A1
Fam204a	FAM204A
Pah	PAH
Inpp5k	INPP5K
Mir455	MIR455
Armh2	ARMH2
Gmnn	GMNN
Ift81	IFT81
Laptm5	LAPTM5
Cfap68	CFAP68
Fbxo33	FBXO33
Prlhr	PRLHR
Smarca1	SMARCA1
Ric1	RIC1
H2-Ab1	HLA-DQB2
Mettl21e	METTL21EP
Fdxacb1	FDXACB1
Lrfn5	LRFN5
Sh3gl3	SH3GL3
Myo15b	MYO15B
BC005537	C6orf62
Tpd52l1	TPD52L1
Farsb	FARSB
Alg9	ALG9
Gm23302	RNU6-665P
Gm24750	RNU6-136P
Mtmr9	MTMR9
Ppid	PPID
Kidins220	KIDINS220
Acot13	ACOT13
Lrrd1	LRRD1
Xkr6	XKR6
Tdp2	TDP2
Mlst8	MLST8
Mir598	MIR598
Cldn10	CLDN10
Etfdh	ETFDH
Cacfd1	CACFD1
Gnpda2	GNPDA2
Adamtsl3	ADAMTSL3
Col12a1	COL12A1
D130043K22Rik	KIAA0319
Rnf217	RNF217
Plcxd2	PLCXD2
Rgl1	RGL1
Pinx1	PINX1
Dppa4	DPPA4
4930579G24Rik	C4orf46
Igf1	IGF1
Rwdd3	RWDD3
Or52l1	OR52L1
Cacul1	CACUL1
Sox7	SOX7
Saxo2	SAXO2
Il17rb	IL17RB
Dppa2	DPPA2
Pik3r1	PIK3R1
Matn1	MATN1
Papolg	PAPOLG
Or52b2	OR52B2
Axl	AXL
Sytl4	SYTL4
Ltk	LTK
Akna	AKNA
Gm5485	C3orf85
Rxfp1	RXFP1
Id2	ID2
Akap9	AKAP9
Itsn1	ITSN1
Fscb	FSCB
Nanos1	NANOS1
Eif3a	EIF3A
Gm527	DORIP1
Aldh5a1	ALDH5A1
Ptpru	PTPRU
4930578I06Rik	C8orf74
Mcm2	MCM2
Togaram1	TOGARAM1
Miga1	MIGA1
Mir122	MIR122
Alpk2	ALPK2
Rp1l1	RP1L1
Med1	MED1
Prss55	PRSS55
Cd180	CD180
Chdh	CHDH
Gpld1	GPLD1
Bricd5	BRICD5
Ermp1	ERMP1
Pmch	PMCH
Apobec4	APOBEC4
Agxt2	AGXT2
Mogat1	MOGAT1
Cyp2s1	CYP2S1
Malt1	MALT1
Cmas	CMAS
Prss51	PRSS51
Ttc38	TTC38
Arpc5	ARPC5
Reep1	REEP1
Parpbp	PARPBP
Gabrg1	GABRG1
Fgf4	FGF4
Ocrl	OCRL
Gulp1	GULP1
Efl1	EFL1
Dzip1	DZIP1
Caskin1	CASKIN1
Sox11	SOX11
Dnajc21	DNAJC21
Prpf39	PRPF39
Mrpl35	MRPL35
Mrs2	MRS2
Mlana	MLANA
St8sia1	ST8SIA1
Fzd1	FZD1
Gtse1	GTSE1
Gabra2	GABRA2
Dennd10	DENND10
Dcdc2a	DCDC2
Trdn	TRDN
Kirrel3	KIRREL3
Tpra1	TPRA1
Cox7b2	COX7B2
Brix1	BRIX1
Gabra4	GABRA4
Mex3b	MEX3B
Nrsn1	NRSN1
Gm25970	SNORD127
Gm24919	RNU6-411P
Fkbp3	FKBP3
Efcab2	EFCAB2
Brd10	BRD10
Hdgfl1	HDGFL1
Acsl3	ACSL3
Trmu	TRMU
Obscn	OBSCN
Slc2a6	SLC2A6
Ranbp6	RANBP6
Tmem144	TMEM144
Sfxn4	SFXN4
P2rx7	P2RX7
Tsbp1	TSBP1
Pcdha1	PCDHA1
Msra	MSRA
Apln	APLN
Efr3a	EFR3A
Cstf2	CSTF2
Nup37	NUP37
Tlcd4	TLCD4
Nrxn3	NRXN3
Prdx3	PRDX3
Sh2b1	SH2B1
Mymk	MYMK
Il33	IL33
Pik3cd	PIK3CD
Pcdha2	PCDHA2
Washc3	WASHC3
Dnajc3	DNAJC3
Ifih1	IFIH1
Ninj1	NINJ1
Ncf2	NCF2
Mir124a-1	MIR124-1
Kif13b	KIF13B
Trpd52l3	TPD52L3
Grk5	GRK5
Pcdha3	PCDHA3
Gask1b	GASK1B
Card19	CARD19
Alg14	ALG14
Uhrf2	UHRF2
Dram1	DRAM1
Col1a2	COL1A2
Gm54577	RN7SKP148
Atp11b	ATP11B
Uggt2	UGGT2
Traf7	TRAF7
Gnptab	GNPTAB
Susd3	SUSD3
Pcdha5	PCDHA5
Kif26b	KIF26B
Ighe	IGHE
Cox7a2	COX7A2
Tmem30a	TMEM30A
Pcdha9	PCDHA10
Slc9a3	SLC9A3
Adamtsl2	ADAMTSL2
Filip1	FILIP1
Fancm	FANCM
Gldc	GLDC
Hs6st3	HS6ST3
Sgk3	SGK3
Oxgr1	OXGR1
Xpnpep2	XPNPEP2
Cdk14	CDK14
Mbnl2	MBNL2
St3gal4	ST3GAL4
Fam163b	FAM163B
Pcdha11	PCDHA11
Mbl2	MBL2
Gca	GCA
Dkk1	DKK1
Chpt1	CHPT1
Prkg1	PRKG1
Rad1	RAD1
Exoc3	EXOC3
Or4a15	OR4A15
Dbh	DBH
Cstf2t	CSTF2T
A1cf	A1CF
Zfp532	ZNF532
Dcps	DCPS
Gabrb1	GABRB1
Dclre1c	DCLRE1C
Ttc23l	TTC23L
Tufm	TUFM
Tirap	TIRAP
Sash3	SASH3
Sorbs2	SORBS2
Ptpn13	PTPN13
Ighm	IGHM
Celsr1	CELSR1
Fgd3	FGD3
Mis18bp1	MIS18BP1
Zdhhc9	ZDHHC9
Gria2	GRIA2
Hmbox1	HMBOX1
Gm54918	RN7SKP293
Slc10a6	SLC10A6
Srpra	SRPRA
Nox1	NOX1
Bhlha15	BHLHA15
1700016H13Rik	C4orf36
Ahrr	AHRR
Reep3	REEP3
Gramd4	GRAMD4
Ppp2r1b	PPP2R1B
Cep128	CEP128
Mybpc1	MYBPC1
Maea	MAEA
Rai14	RAI14
Mast4	MAST4
Xkrx	XKRX
Rny3	RNY3
Rny1	RNY1
Pdia4	PDIA4
Mecr	MECR
Arl13a	ARL13A
Tecpr1	TECPR1
Zfp786	ZNF786
Zfp398	ZNF398
Atxn2l	ATXN2L
Kcnh7	KCNH7
Pcdha12	PCDHA13
Oc90	OC90
Zfp282	ZNF282
Rpl10l	RPL10L
Srsf4	SRSF4
Tshr	TSHR
Immt	IMMT
Frk	FRK
Runx1	RUNX1
Gm54604	RNU6-194P
Fign	FIGN
Foxr2	FOXR2
Rragb	RRAGB
Rap2a	RAP2A
Tmem200b	TMEM200B
Tmem201	TMEM201
Ints9	INTS9
Suv39h2	SUV39H2
Pcdhac1	PCDHAC1
Klf8	KLF8
Bcl11a	BCL11A
Mccc1	MCCC1
Corin	CORIN
Lrrc74b	LRRC74B
Spic	SPIC
Rab26	RAB26
Lipf	LIPF
Pcdhac2	PCDHAC2
Nbdy	NBDY
Extl3	EXTL3
Sardh	SARDH
Bcorl1	BCORL1
Hs3st5	HS3ST5
Cerk	CERK
Lipk	LIPK
Fzd3	FZD3
Recql5	RECQL5
Sec11c	SEC11C
Slc25a33	SLC25A33
Fbxo16	FBXO16
Snord60	SNORD60
Glrb	GLRB
Pkd1	PKD1
Hhla1	HHLA1
Trpm1	TRPM1
Spsb1	SPSB1
Senp6	SENP6
Arl1	ARL1
Lipn	LIPN
P2rx6	P2RX6
Zfp395	ZNF395
H6pd	H6PD
Tbc1d22a	TBC1D22A
Usp33	USP33
Kcne4	KCNE4
Lipm	LIPM
Pnoc	PNOC
Jmjd1c	JMJD1C
Gm54812	RNU6-275P
Scg2	SCG2
Mir34a	MIR34A
Gpr157	GPR157
Hspa14	HSPA14
Smim5	SMIM5
Smyd3	SMYD3
Slc2a5	SLC2A5
Gtf2a1	GTF2A1
Elp3	ELP3
Trmt2b	TRMT2B
Ankrd22	ANKRD22
Gm54928	RNU6-526P
Bri3	BRI3
Sap30bp	SAP30BP
Gm54763	MIR1225
Grp	GRP
Kcnq3	KCNQ3
Tsc2	TSC2
Slc7a4	SLC7A4
Stambpl1	STAMBPL1
Slc2a7	SLC2A7
Rax	RAX
Ap1s3	AP1S3
Baiap2l1	BAIAP2L1
Whrn	WHRN
Gm54527	RNA5SP535
Dnaaf11	DNAAF11
Cplx4	CPLX4
Tfb2m	TFB2M
Grb14	GRB14
Lman1	LMAN1
Mdga2	MDGA2
Cdk12	CDK12
Aff1	AFF1
Cd47	CD47
Tafa5	TAFA5
Cnst	CNST
Tmem71	TMEM71
Col3a1	COL3A1
Brd1	BRD1
Pdcd6	PDCD6
Acta2	ACTA2
Msantd7	MSANTD7
Gm25558	RNU6-84P
Scara5	SCARA5
Foxred1	FOXRED1
Cdnf	CDNF
Gm26256	RNU2-14P
Ston2	STON2
Tmem35a	TMEM35A
Fas	FAS
Or4a47	OR4A47
Elf4	ELF4
Hdac2	HDAC2
Fam107b	FAM107B
Zbed4	ZBED4
Ch25h	CH25H
Lipa	LIPA
Ccbe1	CCBE1
Rn7s1	RN7SL1
Lrr1	LRR1
Npr3	NPR3
Nrbf2	NRBF2
Pbk	PBK
Rpl36al	RPL36A
Neurod2	NEUROD2
Or4c35	OR4C5
Wnt3a	WNT3A
Nptx2	NPTX2
Marcks	MARCKS
Wnt9a	WNT9A
Mgat2	MGAT2
Aifm1	AIFM1
Ifit2	IFIT2
Dnaaf2	DNAAF2
Tmem130	TMEM130
Zfp212	ZNF212
Fancl	FANCL
Vav2	VAV2
Esco2	ESCO2
Rfpl4b	RFPL4B
Bicd2	BICD2
Pank1	PANK1
Zfp365	ZNF365
Gm54535	RN7SKP243
Alg12	ALG12
Nfxl1	NFXL1
Ccdc25	CCDC25
Pmaip1	PMAIP1
Utp20	UTP20
Sik2	SIK2
Mc4r	MC4R
Scara3	SCARA3
Gnal	GNAL
Bbx	BBX
Kif20b	KIF20B
Sub1	SUB1
Zfp777	ZNF777
Clu	CLU
Creld2	CRELD2
Ptcd3	PTCD3
Rab33a	RAB33A
Cenpi	CENPI
Pim3	PIM3
Zar1	ZAR1
Prss38	PRSS38
Slc10a4-ps	SLC10A4
Ppp1r1b	PPP1R1B
Klhl8	KLHL8
Phf20l1	PHF20L1
Sdha	SDHA
Mcmdc2	MCMDC2
Rpap1	RPAP1
Dock3	DOCK3
Pdgfc	PDGFC
Snap47	SNAP47
Cnga1	CNGA1
Ippk	IPPK
Adam2	ADAM2
Pole2	POLE2
Lama4	LAMA4
Ctso	CTSO
Vrk2	VRK2
Snord87	SNORD87
Nipal1	NIPAL1
Snord94	SNORD94
Tcf24	TCF24
Sccpdh	SCCPDH
Acad9	ACAD9
Zfp746	ZNF746
Ephx2	EPHX2
Hsd17b13	HSD17B13
C2cd5	C2CD5
Chmp1b	CHMP1B
Mppe1	MPPE1
Cenpp	CENPP
Slc5a8	SLC5A8
Stard3	STARD3
Hsd17b11	HSD17B11
Tdo2	TDO2
Smg7	SMG7
Fam229b	FAM229B
Ttll8	TTLL8
Prdx4	PRDX4
Klhdc1	KLHDC1
Tpcn2	TPCN2
Htr7	HTR7
Impa2	IMPA2
Nudt9	NUDT9
Mapkapk3	MAPKAPK3
Tcap	TCAP
Cidea	CIDEA
Rpp30	RPP30
Ptchd1	PTCHD1
Pnmt	PNMT
Tubb6	TUBB6
Atp6v1g1	ATP6V1G1
Zfr	ZFR
Jmjd4	JMJD4
Car6	CA6
Afg3l2	AFG3L2
Drp2	DRP2
Ankrd1	ANKRD1
Ccdc127	CCDC127
Tmem268	TMEM268
Scpppq1	SCPPPQ1
Asic5	ASIC5
Chrna2	CHRNA2
Tube1	TUBE1
Fam118b	FAM118B
Ighmbp2	IGHMBP2
Ccdc54	CCDC54
Gm24925	RNU6-1038P
Sparcl1	SPARCL1
Zfp867	ZNF878
Lrrc14b	LRRC14B
Sim2	SIM2
Ptk2b	PTK2B
Klhdc2	KLHDC2
Pgap3	PGAP3
Prelid3a	PRELID3A
Gm24448	RNU6-378P
Gucy1b1	GUCY1B1
Ecm2	ECM2
Tex48	TEX48
Rtkn2	RTKN2
Zfp804b	ZNF804B
Spire1	SPIRE1
Dspp	DSPP
Hlcs	HLCS
Tex47	TEX47
Dmp1	DMP1
Myo1c	MYO1C
Anxa5	ANXA5
Mlc1	MLC1
Steap4	STEAP4
Ibsp	IBSP
Cish	CISH
Tnfsf8	TNFSF8
Aspn	ASPN
Rpusd4	RPUSD4
Rere	RERE
Mepe	MEPE
Mrpl21	MRPL21
Ripply3	RIPPLY3
Txk	TXK
Col5a2	COL5A2
Pigp	PIGP
Mtmr12	MTMR12
Gucy1a1	GUCY1A1
Id1	ID1
Hemk1	HEMK1
Cox4i2	COX4I2
Gm23249	RNU1-83P
Sox4	SOX4
Smim43	SMIM43
Cpt1a	CPT1A
Nemf	NEMF
Erap1	ERAP1
Bcl2l1	BCL2L1
Abca4	ABCA4
6430571L13Rik	C3orf18
Gm55126	RNU6-544P
Tnc	TNC
Ccn6	CCN6
F7	F7
Arhgap20	ARHGAP20
Arid5b	ARID5B
Cep76	CEP76
Phactr3	PHACTR3
Nfat5	NFAT5
Smim38	SMIM38
Mrgprf	MRGPRF
Psmg2	PSMG2
Mrgprd	MRGPRD
Cblb	CBLB
Wdfy1	WDFY1
Cabcoco1	CABCOCO1
Bmp15	BMP15
Cdon	CDON
Ptpn2	PTPN2
Gm23124	RNU6-693P
Zfp280c	ZNF280C
Cdkal1	CDKAL1
Tg	TG
Tmem26	TMEM26
Tesmin	TESMIN
Mtmr10	MTMR10
Ano4	ANO4
Zzz3	ZZZ3
Fdx1	FDX1
Sri	SRI
Rdx	RDX
Gm22246	RNU6-9
Gm26056	RNU6-47P
Flrt2	FLRT2
Arf6	ARF6
Seh1l	SEH1L
Gal	GAL
Gm54615	RNA5SP534
Fan1	FAN1
Ppp1r42	PPP1R42
Vcpkmt	VCPKMT
Btaf1	BTAF1
Zc3h12c	ZC3H12C
Cep192	CEP192
Nqo1	NQO1
AI593442	C11orf87
Spp1	SPP1
Mphosph10	MPHOSPH10
Ddx10	DDX10
Pdlim3	PDLIM3
Ppp6r3	PPP6R3
E2f3	E2F3
Mcee	MCEE
Mrpl44	MRPL44
Etnk1	ETNK1
Galc	GALC
Serpine2	SERPINE2
Exph5	EXPH5
Apba2	APBA2
Nob1	NOB1
Poglut3	POGLUT3
Ldlrad4	LDLRAD4
Pappa	PAPPA
Polr1a	POLR1A
Golph3	GOLPH3
4930550C14Rik	C11orf65
Mboat1	MBOAT1
Mc2r	MC2R
Tyro3	TYRO3
Alcam	ALCAM
Pkd2	PKD2
Cfap96	CFAP96
Nmnat2	NMNAT2
Pcdh1	PCDH1
Acrv1	ACRV1
Mov10l1	MOV10L1
Cacna1d	CACNA1D
F10	F10
Atm	ATM
Entrep2	ENTREP2
Dele1	DELE1
Exosc9	EXOSC9
Timm8a1	TIMM8A
Shroom4	SHROOM4
Astn2	ASTN2
S1pr3	S1PR3
Hmga2	HMGA2
Gpr65	GPR65
Arnt2	ARNT2
Erbin	ERBIN
Sos2	SOS2
Abcg3	ABCG2
Msrb3	MSRB3
Fam124b	FAM124B
BC048671	C3orf22
Ahctf1	AHCTF1
Smpx	SMPX
Pcdh12	PCDH12
Chst13	CHST13
Crk	CRK
Lemd3	LEMD3
St3gal5	ST3GAL5
Gm24097	RNU6-924P
Proz	PROZ
Rnf14	RNF14
Ak5	AK5
Zpld1	ZPLD1
Erbb2	ERBB2
Ufsp2	UFSP2
Panx2	PANX2
Cobll1	COBLL1
Trim32	TRIM32
Pdzd2	PDZD2
Ccna2	CCNA2
Klhl34	KLHL34
Btk	BTK
Atoh8	ATOH8
Tlr4	TLR4
Wif1	WIF1
Uroc1	UROC1
Gm26369	RNU6-505P
Smpd4	SMPD4
Nthl1	NTHL1
Cops5	COPS5
L2hgdh	L2HGDH
Brinp1	BRINP1
Myo6	MYO6
Gm23940	RNU6-230P
Lrp5	LRP5
Nherf2	NHERF2
Trabd	TRABD
Ankrd37	ANKRD37
Map9	MAP9
Kcnk10	KCNK10
Tbc1d30	TBC1D30
Gm24697	RNU6-410P
Tec	TEC
Gm54986	RNU6-891P
Mien1	MIEN1
Cdk5rap2	CDK5RAP2
Pcid2	PCID2
Zkscan17	ZNF496
Zxdc	ZXDC
Dmac2l	DMAC2L
Gns	GNS
Lamc2	LAMC2
Sla	SLA
Ctxnd1	CTXND1
Cdkl1	CDKL1
Fah	FAH
1810055G02Rik	C11orf24
Slc25a14	SLC25A14
Wwp2	WWP2
Rassf3	RASSF3
Cfap100	CFAP100
Exoc6	EXOC6
Cul3	CUL3
Tjp1	TJP1
Slc16a10	SLC16A10
Efna5	EFNA5
Ywhae	YWHAE
Spata7	SPATA7
Fbxl17	FBXL17
Npy2r	NPY2R
Tbk1	TBK1
Gm23205	RNU6-678P
Gnpda1	GNPDA1
Klf15	KLF15
Megf9	MEGF9
Gm54647	RN7SKP106
Rbm46	RBM46
Selenoo	SELENOO
Doc2b	DOC2B
Lamc1	LAMC1
Ndfip1	NDFIP1
Sox5	SOX5
Fer	FER
Epb41	EPB41
Lrat	LRAT
Grb7	GRB7
Fgg	FGG
6030458C11Rik	C5orf22
Sycp2	SYCP2
Cyp26c1	CYP26C1
Xpot	XPOT
Cyp26a1	CYP26A1
Gpr119	GPR119
Gla	GLA
Mir140	MIR140
Psmd7	PSMD7
Pigk	PIGK
Kmt5b	KMT5B
Gm45261	CCDC195
Shcbp1l	SHCBP1L
Nr3c1	NR3C1
Ikzf3	IKZF3
Rbmx2	RBMX2
Cul4a	CUL4A
Gm25106	RNU2-51P
Pnpt1	PNPT1
Akap4	AKAP4
Ccn4	CCN4
Ppp1r3d	PPP1R3D
Fam217b	FAM217B
Tubgcp6	TUBGCP6
Rpf2	RPF2
Zfand6	ZFAND6
Cdh26	CDH26
Zfhx3	ZFHX3
Pja2	PJA2
Yipf5	YIPF5
Hnrnph2	HNRNPH2
Kctd16	KCTD16
Ptpn21	PTPN21
Lamp1	LAMP1
Gm54709	RN7SKP210
Gm54710	MIR544A
Armcx4	ARMCX4
Prelid2	PRELID2
Tpx2	TPX2
Cnksr2	CNKSR2
Fgb	FGB
Lrp2bp	LRP2BP
Drosha	DROSHA
Grxcr2	GRXCR2
St6galnac5	ST6GALNAC5
Rph3al	RPH3AL
Sh3rf2	SH3RF2
Man2a1	MAN2A1
Trrap	TRRAP
Dhx9	DHX9
St6galnac3	ST6GALNAC3
D930020B18Rik	C12orf56
Bbs7	BBS7
Liat1	LIAT1
Nlrp3	NLRP3
Tmem232	TMEM232
Plac8l1	PLAC8L1
Kics2	KICS2
Lars1	LARS1
Pmfbp1	PMFBP1
Gtf3c6	GTF3C6
Aldh1l1	ALDH1L1
Shc3	SHC3
Rflnb	RFLNB
Dhx38	DHX38
Or2b11	OR2B11
Mylk2	MYLK2
Zpbp2	ZPBP2
Snord3a	SNORD3D
Clcn5	CLCN5
Cdh6	CDH6
Foxs1	FOXS1
Cdh4	CDH4
Cks2	CKS2
Nln	NLN
Hdac10	HDAC10
Txnl4b	TXNL4B
Srgap1	SRGAP1
Selenos	SELENOS
Grtp1	GRTP1
Dusp15	DUSP15
Mir500	MIR502
Mir501	MIR501
Mir188	MIR188
Mir532	MIR532
Usp27x	USP27X
Asb17	ASB17
Vapa	VAPA
Atl1	ATL1
Chsy1	CHSY1
Npl	NPL
Armcx1	ARMCX1
Rbm27	RBM27
Fnbp1l	FNBP1L
Secisbp2	SECISBP2
Taf4	TAF4
Txndc2	TXNDC2
Ppp4r3b	PPP4R3B
Rab31	RAB31
Rxylt1	RXYLT1
Lrrk1	LRRK1
Gm54658	RN7SKP180
Ppp4r1	PPP4R1
Npat	NPAT
Sav1	SAV1
Bcat1	BCAT1
Cdk19	CDK19
Slc39a10	SLC39A10
Lsm14b	LSM14B
Armcx6	ARMCX6
Gmds	GMDS
Chek1	CHEK1
Ndrg1	NDRG1
Ppp1r3f	PPP1R3F
Snx25	SNX25
Psma7	PSMA7
Sgtb	SGTB
Gm23240	RNU1-104P
Ormdl3	ORMDL3
Cspp1	CSPP1
Lrrc3c	LRRC3C
Cfap36	CFAP36
Ss18l1	SS18L1
Armcx3	ARMCX3
Trpc3	TRPC3
Pou4f3	POU4F3
Avpr1a	AVPR1A
Tcerg1	TCERG1
Slc22a16	SLC22A16
Mylk4	MYLK4
Mtg2	MTG2
Zc3h14	ZC3H14
Rps6ka3	RPS6KA3
Plrg1	PLRG1
Wrnip1	WRNIP1
Ttll9	TTLL9
Ppm1h	PPM1H
Aldh1a3	ALDH1A3
Slc41a3	SLC41A3
Myof	MYOF
Sema4d	SEMA4D
Acat1	ACAT1
Adprhl1	ADPRHL1
Psmd3	PSMD3
Iqsec1	IQSEC1
Asb7	ASB7
Mapk12	MAPK12
Ralbp1	RALBP1
Impg1	IMPG1
Dhodh	DHODH
Dchs2	DCHS2
Armcx2	ARMCX2
Ddo	DDO
Csf3	CSF3
Msh4	MSH4
Folh1	FOLH1
Ccdc88a	CCDC88A
Cdh9	CDH9
Cfap97	CFAP97
Eif1ax	EIF1AX
Mirlet7i	MIRLET7I
Gm54581	RN7SKP238
Mettl24	METTL24
Mapk11	MAPK11
Gadd45g	GADD45G
Frmd4a	FRMD4A
Cdc40	CDC40
Twsg1	TWSG1
Htr1b	HTR1B
Irag2	IRAG2
Mei4	MEI4
Diras2	DIRAS2
Slc25a4	SLC25A4
St3gal1	ST3GAL1
Ankrd12	ANKRD12
Map7d2	MAP7D2
Slain2	SLAIN2
Wasf1	WASF1
Helt	HELT
Stt3a	STT3A
Lins1	LINS1
Dcun1d2	DCUN1D2
Cdh10	CDH10
Gpr6	GPR6
Fig4	FIG4
Gpr151	GPR151
Gm55032	RNU6-307P
Ndufv2	NDUFV2
Ppp2r2b	PPP2R2B
Trappc13	TRAPPC13
Lrrc8d	LRRC8D
Synpo2	SYNPO2
Ak9	AK9
Itgb4	ITGB4
Zfat	ZFAT
Nfkbiz	NFKBIZ
Tmco3	TMCO3
Mon2	MON2
Slc25a13	SLC25A13
Zfp326	ZNF326
Sec24d	SEC24D
Bclaf3	BCLAF3
Cers3	CERS3
Vipr2	VIPR2
Rgs8	RGS8
Adamts17	ADAMTS17
Ddx11	DDX11
Acsl1	ACSL1
Stk32a	STK32A
Oprd1	OPRD1
Arhgap36	ARHGAP36
Slc35f2	SLC35F2
Ythdf2	YTHDF2
Eml5	EML5
Rabggtb	RABGGTB
Gm24393	RNU6-508P
Irak1bp1	IRAK1BP1
Gm25672	RNU6-525P
Plxnb2	PLXNB2
Smurf1	SMURF1
Gmeb1	GMEB1
Tnfaip8l3	TNFAIP8L3
Lysmd4	LYSMD4
Cyp19a1	CYP19A1
Dpysl3	DPYSL3
Capg	CAPG
Gldn	GLDN
Foxp3	FOXP3
Nox4	NOX4
Cep55	CEP55
Tmeff2	TMEFF2
Syk	SYK
Taf12	TAF12
Phip	PHIP
Mtcl1	MTCL1
Rab42	RAB42
Snora16a	SNORA16A
Snora44	SNORA44
Snord99	SNORD99
Trnau1ap	TRNAU1AP
Trim35	TRIM35
Rgs16	RGS16
Cavin2	CAVIN2
Rnasel	RNASEL
Tfdp1	TFDP1
Stmn4	STMN4
Ttc8	TTC8
Ffar4	FFAR4
Shld3	SHLD3
Rbp4	RBP4
Mir30b	MIR30B
Cdh12	CDH12
Nxpe3	NXPE3
Snord45b	SNORD45B
Cep97	CEP97
Gm24494	SNORD45A
Tmem131l	TMEM131L
Barhl2	BARHL2
Arfgef1	ARFGEF1
Mir30d	MIR30D
Jakmip2	JAKMIP2
Fryl	FRYL
Pde6c	PDE6C
Dennd6b	DENND6B
Dlx6	DLX6
Osbpl9	OSBPL9
Spink1	SPINK1
Dock9	DOCK9
Dnai7	DNAI7
Ei24	EI24
Scgb3a2	SCGB3A2
Nup160	NUP160
Gm94	C5orf46
Trim23	TRIM23
Atp4b	ATP4B
Spink5	SPINK5
Foxn3	FOXN3
Grk1	GRK1
Ptprm	PTPRM
Cdh18	CDH18
Fra10ac1	FRA10AC1
Tmem255b	TMEM255B
Tyr	TYR
Lgi1	LGI1
Ncapg2	NCAPG2
Dock10	DOCK10
Grm5	GRM5
Cenpu	CENPU
Spink14	SPINK14
Ppwd1	PPWD1
Zbtb11	ZBTB11
Dcp2	DCP2
Usp15	USP15
Nup210	NUP210
Fam135b	FAM135B
Ctsc	CTSC
Cast	CAST
Pdrg1	PDRG1
Med15	MED15
Efcab11	EFCAB11
Fez1	FEZ1
Mcc	MCC
Kpna7	KPNA7
Xkr7	XKR7
Gm23691	RNU6-969P
Slc35g1	SLC35G1
Ppp6r2	PPP6R2
Mga	MGA
Plce1	PLCE1
Mef2a	MEF2A
Ccdc22	CCDC22
Lrrc30	LRRC30
Lama1	LAMA1
Ptprn2	PTPRN2
Ythdc2	YTHDC2
Hmgn3	HMGN3
Gas6	GAS6
Igsf1	IGSF1
Pkd1l3	PKD1L3
Mnd1	MND1
Hfm1	HFM1
Basp1	BASP1
Mettl14	METTL14
Arhgap28	ARHGAP28
Trim36	TRIM36
Tdp1	TDP1
Dlx5	DLX5
Lca5	LCA5
Pggt1b	PGGT1B
Etfrf1	ETFRF1
Rab38	RAB38
Kcnk13	KCNK13
Ccdc112	CCDC112
Acadm	ACADM
Elmod3	ELMOD3
Ociad1	OCIAD1
Kcnk9	KCNK9
Myo10	MYO10
Psmc1	PSMC1
Dmxl2	DMXL2
Fem1c	FEM1C
Tafa2	TAFA2
Cdo1	CDO1
Tmem135	TMEM135
Pcnp	PCNP
Gm22958	U2
Atg12	ATG12
Slc16a7	SLC16A7
Nrde2	NRDE2
Ap3s1	AP3S1
Prss12	PRSS12
Noc3l	NOC3L
Snora24	SNORA24
Slc44a5	SLC44A5
Hdac11	HDAC11
Tbc1d12	TBC1D12
Stk26	STK26
Rapgef5	RAPGEF5
Lvrn	LVRN
Trmt10c	TRMT10C
Senp7	SENP7
Ccm2l	CCM2L
Mtif2	MTIF2
Lrig3	LRIG3
Hells	HELLS
Arl14epl	ARL14EPL
Tmem200c	TMEM200C
Gm23186	RNU6-145P
Frmd7	FRMD7
Commd10	COMMD10
Arid1b	ARID1B
Prpf18	PRPF18
Lrrc28	LRRC28
Lhx8	LHX8
Kras	KRAS
Rap2c	RAP2C
Tmpo	TMPO
Mbnl3	MBNL3
Fnbp4	FNBP4
Med24	MED24
Tyw3	TYW3
Gimap4	GIMAP4
Cpa6	CPA6
Retreg1	RETREG1
Cyp2c55	CYP2C18
Hs6st2	HS6ST2
Dtwd2	DTWD2
Cdc7	CDC7
Tmem242	TMEM242
Sh3kbp1	SH3KBP1
Gm25253	RNU6-1181P
Ndst3	NDST3
Rgsl1	RGSL1
Cdca7l	CDCA7L
Fzd4	FZD4
Lmntd1	LMNTD1
Sh3bgrl2	SH3BGRL2
Impg2	IMPG2
Dmxl1	DMXL1
Prss23	PRSS23
Ldhal6b	LDHAL6B
Ist1	IST1
Zdhhc14	ZDHHC14
Pknox2	PKNOX2
Rcc1	RCC1
Csrnp3	CSRNP3
Calm1	CALM1
Gimap6	GIMAP6
Nr1h2	NR1H2
1700029H14Rik	C13orf46
Snx9	SNX9
Tuba3b	TUBA3C
Nabp1	NABP1
Gimap7	GIMAP7
Rassf8	RASSF8
Epb41l3	EPB41L3
Zfp622	ZNF622
Rtn4r	RTN4R
Gimap1	GIMAP1
